ticket_id,customer_id,ticket_date,issue_type,support_channel,resolution_hours,sentiment_score,reopened
TKT001869,CUST02330,2024-10-03,refund_delay,chat,44.6,-1,1
TKT001870,CUST02330,2025-05-23,wrong_item,email,1,-0.14,0
TKT001871,CUST02331,2024-02-21,wrong_item,call,30.4,-0.95,0
TKT001872,CUST02332,2025-04-21,late_delivery,call,24.3,-1,0
TKT001873,CUST02338,2025-08-31,late_delivery,chat,27.2,-0.84,0
TKT001874,CUST02339,2025-08-23,damaged_item,email,31.1,-0.17,0
TKT001875,CUST02339,2025-09-02,product_reaction,email,58.8,-1,0
TKT001876,CUST02340,2024-11-26,payment_issue,email,34.2,-0.25,0
TKT001877,CUST02340,2025-08-12,wrong_item,call,45.1,-0.91,0
TKT001878,CUST02340,2025-01-01,refund_delay,email,51.0,-0.74,1
TKT001879,CUST02342,2025-08-07,general_query,email,24.3,-0.25,0
TKT001880,CUST02346,2025-08-07,late_delivery,call,18.1,-1,0
TKT001881,CUST02346,2025-08-23,payment_issue,email,33.8,-0.84,0
TKT001882,CUST02353,2024-10-07,general_query,chat,23.5,0.05,0
TKT001883,CUST02355,2024-06-12,payment_issue,email,29.6,-0.88,1
TKT001884,CUST02355,2025-09-22,payment_issue,call,7.9,0.44,0
TKT001885,CUST02355,2024-12-14,wrong_item,email,39.7,-1,0
TKT001886,CUST02357,2024-05-09,general_query,call,14.8,-0.28,0
TKT001887,CUST02357,2025-09-09,late_delivery,email,20.5,-0.14,0
TKT001888,CUST02358,2024-12-29,general_query,chat,16.8,-0.5,0
TKT001889,CUST02358,2025-07-27,product_reaction,chat,29.0,-0.86,0
TKT001890,CUST02358,2024-12-11,damaged_item,chat,10.9,-0.49,0
TKT001891,CUST02363,2025-05-18,damaged_item,email,39.4,-0.88,0
TKT001892,CUST02364,2025-04-26,wrong_item,email,19.7,-0.17,0
TKT001893,CUST02367,2025-07-16,late_delivery,chat,8.4,0.3,0
TKT001894,CUST02368,2025-04-03,wrong_item,email,13.1,-0.28,0
TKT001895,CUST02368,2024-10-31,late_delivery,chat,13.9,-0.86,0
TKT001896,CUST02368,2024-10-12,refund_delay,chat,27.3,-0.23,0
TKT001897,CUST02370,2024-12-05,product_reaction,chat,35.4,-0.81,0
TKT001898,CUST02371,2025-06-30,general_query,email,23.5,-0.88,0
TKT001899,CUST02371,2025-08-21,general_query,call,26.2,-0.86,0
TKT001900,CUST02372,2024-04-02,product_reaction,chat,27.3,-0.92,0
TKT001901,CUST02373,2025-09-30,damaged_item,call,21.2,-0.33,0
TKT001902,CUST02381,2025-09-30,payment_issue,email,1,0.18,0
TKT001903,CUST02382,2024-09-15,refund_delay,email,42.3,-1,0
TKT001904,CUST02383,2024-10-26,late_delivery,call,31.1,-0.79,0
TKT001905,CUST02383,2025-06-16,refund_delay,call,44.0,-0.59,0
TKT001906,CUST02384,2025-07-02,general_query,call,12.7,-1,0
TKT001907,CUST02387,2025-07-07,late_delivery,chat,26.1,-0.87,0
TKT001908,CUST02389,2025-01-01,wrong_item,chat,43.3,-0.89,0
TKT001909,CUST02389,2025-05-08,product_reaction,email,37.8,-0.36,0
TKT001910,CUST02391,2025-08-17,general_query,call,12.0,-0.31,0
TKT001911,CUST02393,2025-06-03,payment_issue,email,7.7,-0.8,0
TKT001912,CUST02393,2024-02-18,late_delivery,call,16.5,0.01,0
TKT001913,CUST02394,2024-08-31,late_delivery,email,25.0,-0.58,1
TKT001914,CUST02394,2025-05-24,damaged_item,email,23.9,-0.56,1
TKT001915,CUST02395,2024-05-04,late_delivery,call,8.6,-0.57,0
TKT001916,CUST02395,2024-09-02,refund_delay,email,33.9,-1,0
TKT001917,CUST02395,2024-10-13,general_query,email,7.9,-0.79,0
TKT001918,CUST02395,2024-06-03,general_query,call,20.9,-1,1
TKT001919,CUST02396,2025-06-15,refund_delay,email,28.7,-0.42,0
TKT001920,CUST02398,2025-01-18,product_reaction,chat,35.5,-0.41,1
TKT001921,CUST02398,2025-01-02,general_query,chat,3.9,-0.33,0
